1,2,Bunny Token,BUNNY,0xC9849E6fdB743d08fAeE3E34dd2D1bc69EA11a51,18,,,,,ACTIVATE,2021-06-29 16:15:18,2021-06-29 16:15:19
2,2,Wrapped BNB,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,18,0x0567F2323251f0Aab15c8dFb1967E4e8A7D42aeE,8,283.23085337,,ACTIVATE,2021-06-29 17:17:48,2021-07-02 08:34:00
3,2,PancakeSwap Token,CAKE,0x0E09FaBB73Bd3Ade0a17ECC321fD13a19e81cE82,18,0xB6064eD41d4f67e353768aA239cA86f4F73665a1,8,12.71966016,,ACTIVATE,2021-06-29 17:18:45,2021-07-02 08:34:00
5,1,Ethereum,ETH,0x0000000000000000000000000000000000000000,18,0x5f4eC3Df9cbd43714FE2740f5E3616155c5b8419,8,2066.14281426,,ACTIVATE,2021-06-30 16:55:20,2021-07-02 08:34:01
6,2,Binance Coin,BNB,0x0000000000000000000000000000000000000000,18,0x0567F2323251f0Aab15c8dFb1967E4e8A7D42aeE,8,283.23085337,,ACTIVATE,2021-06-30 16:55:20,2021-07-02 08:34:00
8,3,EthereumClassic,ETC,0x0000000000000000000000000000000000000000,18,,,,,ACTIVATE,2021-06-30 16:56:04,2021-06-30 16:56:06
9,4,Polagon,MATIC,0x0000000000000000000000000000000000000000,18,0xAB594600376Ec9fD91F8e885dADF0CE036862dE0,8,1.06654003,,ACTIVATE,2021-06-30 16:56:04,2021-07-02 08:34:01
